Id,MSSubClass,MSZon0ng,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,Ce0tralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,Garage6ish,GarageCars,GarageArea,GarageQual,GarageCond,1avedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
268,75,6,60,8400,1,1,1,5,10,1,5,5,5,4,6,5,8,1939,1997,1,1,16,16,0,0,6,6,3,6,6,4,2,378,3,0,342,720,2,10,5,10,1052,720,420,2192,0,0,2,1,4,1,8,8,10,1,8,2,2,1,240,6,6,2,262,24,0,0,0,0,0,0,0,0,7,2008,1,10,179500
269,30,4,71,6900,1,1,1,10,10,1,10,5,5,4,0,5,6,1940,1955,1,1,15,15,0,0,6,6,2,6,6,4,8,403,4,125,212,740,2,10,5,10,778,0,0,778,0,0,1,0,2,1,6,4,10,1,8,2,6,1,924,10,10,2,0,25,0,0,0,0,0,0,0,0,2,2008,1,10,120500
270,20,6,0,7917,1,1,2,10,10,2,10,5,5,4,0,6,7,1976,1976,3,1,7,7,2,174,6,8,2,6,8,4,6,751,3,0,392,1143,2,6,5,10,1113,0,0,1113,1,0,1,1,3,1,6,6,10,1,4,8,4,1,504,6,8,2,370,30,0,0,0,0,0,10,0,0,5,2007,1,10,148000
271,60,10,84,10728,1,1,1,10,10,1,10,5,5,4,4,8,5,2006,2006,1,1,15,15,0,0,8,6,3,8,6,6,3,0,3,0,1095,1095,2,8,5,10,1095,844,0,1939,0,0,2,1,3,1,8,8,10,1,8,8,4,3,1053,6,6,2,192,51,0,0,0,0,0,0,0,0,8,2006,2,2,266000
272,20,6,73,39104,1,1,2,3,10,5,0,5,5,4,0,7,7,1954,2005,0,2,11,11,0,0,6,6,2,8,6,10,2,226,10,1063,96,1385,2,10,5,10,1363,0,0,1363,1,0,1,0,2,1,6,5,6,2,6,8,2,2,439,6,6,2,81,0,0,0,0,0,0,0,0,0,4,2008,1,10,241500
273,60,6,92,11764,1,1,2,10,10,5,10,5,5,4,4,8,7,1999,2007,1,1,15,15,2,348,8,6,3,8,6,4,10,524,3,0,628,1152,2,10,5,10,1164,1106,0,2270,0,0,2,1,4,1,8,9,10,1,8,8,6,3,671,6,6,2,132,57,0,0,0,0,0,0,0,0,4,2010,1,10,290000
274,20,6,80,9600,1,1,1,10,10,1,10,8,5,4,0,6,6,1958,1988,3,1,16,16,1,183,6,6,2,6,6,4,4,620,2,620,0,1240,2,8,5,10,1632,0,0,1632,1,0,2,0,3,1,6,6,8,1,8,8,4,1,338,6,6,2,289,0,0,0,0,0,0,5,0,0,4,2009,1,10,139000
275,20,6,76,8314,1,1,1,10,10,2,10,5,5,4,0,5,7,1982,1982,1,1,7,8,0,0,6,6,2,6,6,10,8,546,3,0,270,816,2,6,5,10,816,0,0,816,0,0,1,0,2,1,6,5,10,0,0,8,2,1,264,6,6,2,168,0,0,0,0,0,0,0,0,0,6,2007,1,10,124500
276,50,6,55,7264,1,1,1,10,10,1,10,5,5,4,3,7,7,1925,2007,1,1,16,16,0,0,8,8,1,6,6,4,3,0,3,0,952,952,3,8,0,10,952,596,0,1548,0,0,2,1,3,1,10,5,10,0,0,2,2,2,672,6,6,2,74,0,0,0,144,0,0,0,0,0,10,2009,1,10,205000
277,20,6,129,9196,1,1,2,10,10,1,10,5,5,4,0,7,5,2003,2003,1,1,15,15,0,0,8,6,3,10,6,4,3,0,3,0,1560,1560,2,10,5,10,1560,0,0,1560,0,0,2,0,3,1,8,7,10,0,0,8,6,2,573,6,6,2,100,150,0,0,0,0,0,0,0,0,4,2010,1,10,201000
278,20,6,140,19138,1,1,1,10,10,2,10,5,5,4,0,4,5,1951,1951,1,1,15,15,0,0,6,6,2,6,6,4,2,120,3,0,744,864,2,10,5,10,864,0,0,864,0,0,1,0,2,1,6,4,10,0,0,2,2,2,400,6,6,2,0,0,0,0,0,0,0,0,0,0,6,2010,1,10,141000
279,20,6,107,14450,1,1,1,10,10,1,10,5,5,4,0,9,5,2006,2007,1,1,6,8,2,315,10,6,3,10,6,10,3,0,3,0,2121,2121,2,10,5,10,2121,0,0,2121,0,0,2,1,3,1,10,8,10,1,10,8,6,3,732,6,6,2,124,98,0,0,142,0,0,0,0,0,5,2007,2,2,415298
280,60,6,83,10005,1,1,1,10,10,1,10,5,5,4,4,7,5,1977,1977,3,1,11,11,2,299,6,6,2,8,6,4,6,392,3,0,768,1160,2,10,5,10,1156,866,0,2022,0,0,2,1,4,1,6,8,10,1,6,8,6,2,505,6,6,2,288,117,0,0,0,0,0,0,0,0,3,2008,1,10,192000
281,60,6,82,11287,1,1,1,10,10,1,10,5,5,4,4,7,6,1989,1989,1,1,11,11,2,340,8,6,2,8,6,8,10,421,3,0,386,807,2,8,5,10,1175,807,0,1982,0,0,2,1,3,1,8,7,10,1,6,8,6,2,575,6,6,2,0,84,0,196,0,0,0,0,0,0,1,2007,1,10,228500
282,20,10,60,7200,1,5,1,10,10,1,10,5,5,4,0,6,5,2006,2006,1,1,15,15,3,68,8,6,3,8,6,4,10,905,3,0,357,1262,2,8,5,10,1262,0,0,1262,0,0,2,0,2,1,8,5,10,0,0,8,6,2,572,6,6,2,0,120,0,0,0,0,0,0,0,0,5,2006,2,2,185000
283,120,6,34,5063,1,1,1,10,10,1,10,5,5,2,0,7,5,2007,2008,1,1,15,15,3,166,8,6,3,8,6,4,10,904,3,0,410,1314,2,10,5,10,1314,0,0,1314,1,0,2,0,2,1,8,6,10,1,8,8,4,2,626,6,6,2,172,62,0,0,0,0,0,0,0,0,4,2009,6,10,207500
284,20,6,74,9612,1,1,1,10,10,1,10,8,5,4,0,8,5,2008,2009,1,1,15,15,3,72,8,6,3,8,6,4,3,0,3,0,1468,1468,2,10,5,10,1468,0,0,1468,0,0,2,0,3,1,8,6,10,1,8,8,6,3,898,6,6,2,210,150,0,0,0,0,0,0,0,0,12,2009,2,2,244600
285,120,6,50,8012,1,1,1,10,10,1,10,5,5,2,0,6,5,1992,1992,1,1,11,8,0,0,8,6,3,8,6,4,10,430,3,0,1145,1575,2,8,5,10,1575,0,0,1575,1,0,2,0,2,1,8,5,10,0,0,8,4,2,529,6,6,2,0,0,52,0,0,0,0,0,0,0,7,2007,1,10,179200
286,160,10,35,4251,1,5,2,10,10,1,10,5,5,2,4,7,5,2006,2007,1,1,9,9,0,0,8,6,3,8,6,4,3,0,3,0,625,625,2,10,5,10,625,625,0,1250,0,0,2,1,2,1,8,5,10,0,0,2,4,2,528,6,6,2,0,54,0,0,0,0,0,0,0,0,6,2007,2,2,164700
287,50,6,77,9786,1,1,2,5,10,1,10,5,5,4,3,6,7,1962,1981,1,1,16,16,0,0,6,6,2,6,6,4,4,600,3,0,312,912,2,6,5,10,1085,649,0,1734,0,0,1,1,3,1,8,7,10,1,8,8,4,2,440,6,6,2,0,0,0,0,128,0,0,10,0,0,6,2006,1,10,159000
288,20,6,0,8125,1,1,2,10,10,2,10,5,5,4,0,4,4,1971,1971,1,1,7,7,0,0,6,6,2,6,6,4,6,614,3,0,244,858,2,6,5,10,858,0,0,858,0,0,1,0,3,1,6,5,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,2006,1,10,88000
289,20,6,0,9819,1,1,2,10,10,1,10,5,5,4,0,5,5,1967,1967,1,1,9,9,2,31,6,8,2,6,6,4,6,450,3,0,432,882,2,6,5,10,900,0,0,900,0,0,1,0,3,1,6,5,10,0,0,2,2,1,280,6,6,2,0,0,0,0,0,0,0,5,0,0,2,2010,1,10,122000
291,60,6,120,15611,1,1,1,10,10,1,10,5,5,4,4,8,5,2006,2006,1,1,15,15,0,0,8,6,3,8,6,8,3,0,3,0,1079,1079,2,10,5,10,1079,840,0,1919,0,0,2,1,3,1,8,8,10,1,8,8,4,2,685,8,6,2,0,51,0,0,0,0,0,0,0,0,7,2006,2,2,233230
292,190,6,55,5687,1,3,1,5,10,1,10,5,5,5,4,5,6,1912,2000,1,1,15,15,0,0,6,4,3,6,4,4,4,210,3,0,570,780,2,10,0,10,936,780,0,1716,1,0,2,0,6,1,4,9,10,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,3,2008,1,10,135900
293,50,6,60,11409,1,1,1,10,10,1,10,5,5,4,3,5,4,1949,2008,1,1,16,16,0,0,6,6,2,6,6,4,2,292,3,0,476,768,2,8,5,10,1148,568,0,1716,0,0,1,1,3,1,6,8,8,1,8,8,2,1,281,6,6,2,0,0,0,0,160,0,0,0,0,0,1,2009,1,10,131000
294,60,6,0,16659,1,1,2,10,10,2,10,9,5,4,4,7,7,1977,1994,1,1,11,11,2,34,6,6,2,6,6,4,8,795,3,0,0,795,2,4,5,10,1468,795,0,2263,1,0,2,1,3,1,8,9,10,1,6,8,6,2,539,6,6,2,0,250,0,0,0,0,0,0,0,0,3,2006,1,10,235000
295,20,6,80,9600,1,1,1,10,10,1,10,5,5,4,0,6,5,1953,1953,3,1,7,7,3,238,6,6,2,6,6,4,10,1285,3,0,131,1416,2,6,5,10,1644,0,0,1644,1,0,1,0,3,1,6,7,10,2,8,8,6,2,418,6,6,2,110,0,0,0,0,0,0,0,0,0,10,2009,1,10,167000
296,80,6,37,7937,1,1,2,10,10,5,10,5,5,4,2,6,6,1984,1984,1,1,7,7,0,0,6,6,2,6,6,8,10,819,3,0,184,1003,2,6,5,10,1003,0,0,1003,1,0,1,0,3,1,6,6,10,0,0,2,2,2,588,6,6,2,120,0,0,0,0,0,0,10,0,0,3,2006,1,10,142500
298,60,10,66,7399,1,5,2,10,10,1,10,5,5,4,4,7,5,1997,1998,3,1,15,15,2,1600,8,6,3,8,6,4,6,649,3,0,326,975,2,10,5,10,975,975,0,1950,0,0,2,1,3,1,8,7,10,1,6,2,4,2,576,6,6,2,0,10,0,0,198,0,0,0,0,0,6,2007,1,10,239000
299,60,6,90,11700,1,1,1,10,10,1,10,5,5,4,4,6,6,1968,1968,4,1,7,2,2,365,8,6,2,6,6,4,8,384,4,175,143,702,2,8,5,10,1041,702,0,1743,0,1,1,2,3,1,6,7,10,1,8,8,2,2,539,6,6,2,224,0,0,0,0,0,0,0,0,0,6,2007,1,10,175000
300,20,6,80,14000,1,1,1,10,10,1,10,5,5,4,0,6,8,1950,2004,1,1,7,7,0,0,6,8,2,6,6,4,3,0,3,0,1092,1092,2,10,5,10,1152,0,0,1152,0,1,1,0,3,1,8,6,10,1,8,8,2,1,300,6,6,2,0,36,0,0,0,0,0,10,0,0,8,2009,1,7,158500
301,190,6,90,15750,1,1,1,10,10,2,10,5,5,5,0,5,5,1953,1953,3,1,9,9,2,56,6,6,2,6,6,6,6,841,3,0,324,1165,2,6,5,10,1336,0,0,1336,1,0,1,0,2,1,6,5,10,2,8,8,2,1,375,6,6,2,0,0,0,0,0,0,0,0,0,0,6,2006,1,10,157000
302,60,6,66,16226,1,1,4,10,10,1,10,5,5,4,4,8,5,1998,1999,1,1,15,15,0,0,8,6,3,8,6,4,10,281,3,0,747,1028,2,10,5,10,1210,1242,0,2452,0,0,2,1,4,1,8,9,10,1,6,5,6,2,683,6,6,2,208,50,0,0,0,0,0,0,0,0,5,2007,1,10,267000
303,20,6,118,13704,1,1,2,10,10,2,10,5,5,4,0,7,5,2001,2002,1,1,15,15,2,150,8,6,3,8,6,4,3,0,3,0,1541,1541,2,10,5,10,1541,0,0,1541,0,0,2,0,3,1,8,6,10,1,6,8,4,3,843,6,6,2,468,81,0,0,0,0,0,0,0,0,1,2006,1,10,205000
304,20,6,70,9800,1,1,1,10,10,2,10,5,5,4,0,5,7,1972,1972,1,1,15,15,0,0,6,6,3,6,6,4,8,894,3,0,0,894,2,6,5,10,894,0,0,894,1,0,1,0,3,1,6,5,10,0,0,8,2,2,552,6,6,2,256,0,0,0,0,0,0,7,0,0,7,2006,1,0,149900
305,75,4,87,18386,1,1,1,10,10,1,10,5,5,4,6,7,9,1880,2002,1,1,6,8,0,0,6,6,1,6,6,4,3,0,3,0,1470,1470,2,10,5,10,1675,1818,0,3493,0,0,3,0,3,1,8,10,10,1,10,8,2,3,870,6,6,2,302,0,0,0,0,0,0,0,0,0,5,2008,1,10,295000
306,20,6,80,10386,1,1,1,10,10,1,10,5,5,4,0,8,5,2004,2005,1,1,6,8,3,246,8,6,3,8,6,4,10,1464,3,0,536,2000,2,10,5,10,2000,0,0,2000,1,0,2,0,3,1,8,8,10,0,0,8,6,3,888,6,6,2,168,0,0,0,0,0,0,0,0,0,7,2007,1,10,305900
307,60,6,116,13474,1,1,1,10,10,1,10,8,5,4,4,7,5,1990,1991,1,1,7,11,2,246,8,6,2,8,6,4,8,700,3,0,0,700,2,8,5,10,1122,1121,0,2243,1,0,2,1,4,1,8,8,10,1,6,8,4,3,746,6,6,2,127,44,224,0,0,0,0,0,0,0,6,2007,1,10,225000
309,30,6,0,12342,1,1,2,10,10,1,10,5,5,4,0,4,5,1940,1950,1,1,15,15,0,0,6,6,2,6,6,4,6,262,3,0,599,861,2,10,5,10,861,0,0,861,0,0,1,0,1,1,6,4,10,0,0,2,2,2,539,6,6,2,158,0,0,0,0,0,0,0,0,0,3,2009,1,10,82500
310,20,6,90,12378,1,1,2,10,10,1,10,5,5,4,0,9,5,2003,2004,1,1,15,15,0,0,8,6,3,10,6,10,10,1274,3,0,622,1896,2,10,5,10,1944,0,0,1944,1,0,2,0,3,1,10,8,10,3,10,8,6,3,708,6,6,2,208,175,0,0,0,0,0,0,0,0,11,2006,1,10,360000
311,60,6,0,7685,1,1,2,10,10,1,10,5,5,4,4,6,5,1993,1994,1,1,7,7,2,112,6,6,3,8,6,4,8,518,3,0,179,697,2,8,5,10,697,804,0,1501,0,0,2,1,3,1,8,6,10,1,6,8,6,2,420,6,6,2,190,63,0,0,0,0,0,0,0,0,5,2006,1,10,165600
312,20,6,50,8000,1,1,1,10,10,1,10,5,5,4,0,6,6,1948,2002,1,1,15,15,0,0,6,8,2,6,6,4,8,680,3,0,292,972,2,10,5,10,972,0,0,972,1,0,1,0,2,1,6,5,10,1,8,2,2,1,240,6,6,2,0,0,0,0,0,0,0,0,0,0,5,2009,1,10,132000
313,190,4,65,7800,1,1,1,10,10,1,10,10,5,5,3,5,7,1939,1950,1,1,9,9,0,0,6,6,2,8,6,6,4,507,3,0,286,793,2,6,5,10,793,325,0,1118,1,0,1,0,3,1,6,5,10,1,8,2,2,2,410,6,6,2,0,0,0,0,271,0,0,5,0,0,5,2006,1,10,119900
314,20,6,150,215245,1,1,4,3,10,1,0,5,5,4,0,7,5,1965,1965,3,1,4,4,0,0,6,6,2,8,6,10,8,1236,4,820,80,2136,3,6,5,10,2036,0,0,2036,2,0,2,0,3,1,6,8,10,2,8,8,4,2,513,6,6,2,0,0,0,0,0,0,0,0,0,0,6,2009,1,10,375000
315,70,4,60,9600,1,3,1,10,10,1,10,5,5,4,4,7,7,1925,1990,1,1,16,16,0,0,6,6,1,6,8,4,2,16,3,0,712,728,2,10,5,10,832,809,0,1641,0,1,1,1,3,1,10,6,10,1,8,2,2,2,546,4,6,2,0,0,234,0,0,0,0,0,0,0,8,2006,1,10,178000
316,60,6,71,7795,1,1,2,10,10,1,10,5,5,4,4,7,5,2004,2005,1,1,15,15,0,0,8,6,3,8,6,4,10,425,3,0,291,716,2,10,5,10,716,716,0,1432,1,0,2,1,3,1,8,6,10,1,8,8,6,2,432,6,6,2,100,51,0,0,0,0,0,0,0,0,7,2009,1,10,188500
317,60,6,94,13005,1,1,2,10,10,2,10,5,5,4,4,7,7,1980,1980,1,1,6,8,2,278,8,6,2,8,6,4,10,692,3,0,153,845,2,6,5,10,1153,1200,0,2353,1,0,2,1,4,1,10,10,10,1,6,8,4,2,484,6,6,2,288,195,0,0,0,0,0,10,0,0,8,2009,1,10,260000
318,60,10,75,9000,1,1,1,10,10,1,10,5,5,4,4,8,5,2006,2006,1,1,15,15,0,0,8,6,3,8,6,8,3,0,3,0,1088,1088,2,10,5,10,1088,871,0,1959,0,0,2,1,3,1,8,8,10,1,8,8,4,3,1025,6,6,2,208,46,0,0,0,0,0,0,0,0,12,2007,1,10,270000
319,60,6,90,9900,1,1,1,3,10,1,5,5,5,4,4,7,5,1993,1993,1,1,7,7,2,256,8,6,3,8,6,10,10,987,3,0,360,1347,2,10,5,10,1372,1274,0,2646,1,0,2,1,4,1,8,9,10,1,6,8,4,3,656,6,6,2,340,60,144,0,0,0,0,0,0,0,4,2009,1,10,260000
320,80,6,0,14115,1,1,1,10,10,1,10,5,5,4,2,7,5,1980,1980,1,1,11,11,2,225,6,6,2,8,6,8,10,1036,3,0,336,1372,2,6,5,10,1472,0,0,1472,1,0,2,0,3,1,6,6,10,2,6,8,2,2,588,6,6,2,233,48,0,0,0,0,0,0,0,0,6,2009,1,10,187500
321,60,6,111,16259,1,1,1,10,10,2,10,5,5,4,4,9,5,2006,2006,1,1,15,15,3,370,6,6,3,10,8,8,3,0,3,0,1249,1249,2,10,5,10,1249,1347,0,2596,0,0,3,1,4,1,8,9,10,0,0,8,4,3,840,6,6,2,240,154,0,0,0,0,0,0,0,0,9,2006,2,2,342643
322,60,6,99,12099,1,1,2,10,10,1,10,5,5,4,4,8,5,2004,2004,1,1,15,15,2,388,8,6,3,10,6,8,10,970,3,0,166,1136,2,10,5,10,1136,1332,0,2468,1,0,2,1,4,1,8,10,10,1,8,5,6,3,872,6,6,2,184,154,0,0,0,0,0,0,0,0,6,2007,1,10,354000
323,60,6,86,10380,1,1,2,10,10,1,10,5,5,4,4,7,5,1986,1987,1,1,11,11,2,172,8,6,2,6,6,10,2,28,8,1474,0,1502,2,10,5,10,1553,1177,0,2730,1,0,2,1,4,1,8,8,10,1,6,8,6,2,576,6,6,2,201,96,0,0,0,0,0,5,0,0,8,2007,1,10,301000
324,20,4,49,5820,1,1,1,10,10,1,10,5,5,4,0,3,8,1955,2005,1,1,15,15,0,0,6,8,2,6,6,4,8,256,3,0,906,1162,2,10,5,10,1163,0,0,1163,1,0,1,0,3,1,6,6,10,0,0,8,2,1,220,4,6,2,142,98,0,0,0,0,0,0,0,0,7,2006,1,10,126175
325,80,6,96,11275,1,1,1,10,10,2,10,9,5,4,2,7,7,1967,2007,4,6,16,16,2,300,8,8,2,8,6,4,3,0,3,0,710,710,2,10,5,10,1898,1080,0,2978,0,0,2,1,5,1,8,11,10,1,8,5,6,2,564,6,6,2,240,0,0,0,0,0,0,0,0,0,6,2010,1,10,242000
327,120,6,32,10846,1,1,2,10,10,5,10,5,5,2,0,8,5,1993,1993,1,1,4,4,0,0,8,6,3,8,6,10,10,1619,3,0,100,1719,2,10,5,10,1719,0,0,1719,2,0,1,1,1,1,8,6,10,2,8,8,6,2,473,6,6,2,122,30,0,0,0,0,0,0,0,0,5,2008,7,10,324000
328,20,6,80,11600,1,1,1,10,10,1,10,5,5,4,0,6,5,1960,1960,3,1,16,16,2,175,6,6,2,6,6,4,4,565,3,0,818,1383,2,6,5,10,1383,0,0,1383,0,0,1,1,3,1,6,7,10,0,0,8,4,1,292,6,6,2,0,45,0,0,0,0,0,0,0,0,4,2006,1,10,145250
330,70,4,60,6402,1,1,1,10,10,2,10,5,5,4,4,5,5,1920,1950,1,1,16,18,0,0,6,6,3,6,6,6,3,0,3,0,596,596,2,6,0,10,596,596,0,1192,0,0,1,0,3,1,6,6,10,0,0,2,2,1,189,4,4,0,0,0,137,0,0,0,0,7,0,0,7,2009,1,10,78000
331,90,6,0,10624,1,1,2,10,10,1,10,5,5,3,0,5,4,1964,1964,1,1,7,7,2,84,6,6,2,6,6,4,10,40,4,264,1424,1728,2,6,5,10,1728,0,0,1728,0,1,2,0,6,2,6,10,10,0,0,2,2,1,352,6,6,2,155,0,0,0,0,0,0,0,0,0,11,2007,1,10,119000
332,20,6,70,8176,1,1,1,10,10,1,10,5,5,4,0,5,6,1958,1992,1,1,16,16,0,0,6,6,2,6,6,4,4,846,3,0,210,1056,2,4,5,10,1056,0,0,1056,1,0,1,0,3,1,6,6,10,0,0,8,4,1,308,6,6,2,0,0,0,0,0,0,0,0,0,0,8,2007,1,10,139000
333,20,6,85,10655,1,1,2,10,10,1,10,5,5,4,0,8,5,2003,2004,1,1,15,15,2,296,8,6,3,8,6,4,10,1124,0,479,1603,3206,2,10,5,10,1629,0,0,1629,1,0,2,0,3,1,8,7,10,1,8,8,4,3,880,6,6,2,0,0,0,0,0,0,0,0,0,0,10,2009,1,10,284000
334,120,4,59,8198,1,1,1,10,10,10,10,5,5,2,0,7,5,2004,2004,1,1,15,15,3,146,8,6,3,8,6,8,10,720,3,0,638,1358,2,10,5,10,1358,0,0,1358,1,0,2,0,2,1,8,6,10,1,8,8,4,2,484,6,6,2,192,30,0,0,0,0,0,0,0,0,7,2008,1,10,207000
335,60,6,59,9042,1,1,2,10,10,1,10,5,5,4,4,6,5,1998,1998,1,1,15,15,0,0,6,6,3,8,6,10,10,828,3,0,115,943,2,8,5,10,943,695,0,1638,1,0,2,1,3,1,6,7,10,2,6,8,6,2,472,6,6,2,100,38,0,0,0,0,0,0,0,0,7,2008,1,10,192000
337,20,6,86,14157,1,1,2,2,10,2,10,5,5,4,0,9,5,2005,2006,3,1,15,15,3,200,8,6,3,10,6,10,10,1249,3,0,673,1922,2,10,5,10,1922,0,0,1922,1,0,2,0,3,1,8,8,10,1,8,8,6,3,676,6,6,2,178,51,0,0,0,0,0,0,0,0,7,2007,1,10,377426
338,20,6,70,9135,1,1,1,10,10,1,10,5,5,4,0,7,5,2002,2003,1,1,15,15,2,113,8,6,3,8,6,8,10,810,3,0,726,1536,2,10,5,10,1536,0,0,1536,1,0,2,0,3,1,8,7,10,0,0,8,4,2,532,6,6,2,192,74,0,0,0,0,0,0,0,0,12,2008,1,10,214000
341,60,6,85,14191,1,1,1,10,10,1,10,5,5,4,4,8,5,2002,2002,1,1,15,15,0,0,8,6,3,8,6,4,3,0,3,0,967,967,2,10,5,10,993,915,0,1908,0,0,2,1,4,1,8,9,10,0,0,8,6,2,431,6,6,2,135,0,0,0,0,0,0,0,0,0,4,2010,1,10,202900
342,20,8,60,8400,1,1,1,10,10,1,10,8,5,4,0,4,4,1950,1950,1,1,16,1,0,0,4,4,2,6,4,4,3,0,3,0,721,721,2,8,5,10,841,0,0,841,0,0,1,0,2,1,6,4,10,0,0,3,2,1,294,6,6,0,250,0,24,0,0,0,0,0,0,0,9,2009,1,10,82000
344,120,6,63,8849,1,1,2,10,10,1,10,5,5,2,0,9,5,2005,2005,3,1,9,9,2,616,10,6,3,10,6,4,10,28,3,0,1656,1684,2,10,5,10,1684,0,0,1684,0,0,2,0,2,1,10,6,10,1,10,8,4,2,564,6,6,2,495,72,0,0,0,0,0,0,0,0,7,2008,1,10,266000
345,160,4,36,2592,1,1,1,10,10,1,10,5,5,2,4,5,3,1976,1976,1,1,6,8,0,0,6,6,2,8,6,4,4,129,6,232,175,536,2,6,5,10,536,576,0,1112,0,0,1,1,3,1,6,4,10,0,0,8,2,1,336,6,6,2,182,0,0,0,0,0,0,0,0,0,4,2010,1,10,85000
346,50,6,65,6435,1,1,1,10,10,1,10,0,5,4,3,6,5,1939,1950,1,1,9,9,0,0,6,6,1,6,6,4,3,0,3,0,972,972,2,8,5,10,972,605,0,1577,0,0,1,0,3,1,4,6,10,1,8,2,2,1,312,6,6,2,0,0,0,0,0,0,0,0,0,0,10,2006,1,10,140200
349,160,6,36,2448,1,1,1,10,10,1,10,5,5,2,4,7,5,2003,2004,1,1,15,18,3,106,8,6,3,8,6,4,10,573,3,0,191,764,2,10,5,10,764,862,0,1626,1,0,2,1,2,1,8,6,10,0,0,5,4,2,474,6,6,2,0,27,0,0,0,0,0,0,0,0,10,2008,1,10,154000
350,60,6,56,20431,1,1,3,10,10,1,10,5,5,4,4,9,5,2005,2006,3,1,6,8,2,870,10,6,3,10,6,4,10,1410,3,0,438,1848,2,10,5,10,1848,880,0,2728,1,0,2,1,4,1,10,10,10,2,10,8,6,3,706,6,6,2,0,0,0,0,0,0,0,0,0,0,4,2006,2,2,437154
351,120,6,68,7820,1,1,2,10,10,1,10,5,5,2,0,9,5,2007,2007,3,1,9,9,2,362,10,6,3,10,6,4,3,0,3,0,1869,1869,2,10,5,10,1869,0,0,1869,0,0,2,0,2,1,10,6,10,1,8,8,4,2,617,6,6,2,210,54,0,0,0,0,0,0,0,0,12,2007,2,2,318061
352,120,6,0,5271,1,1,2,3,10,1,5,5,5,4,0,7,5,1986,1986,1,1,16,16,0,0,6,6,3,8,6,10,10,1082,3,0,371,1453,2,8,5,10,1453,0,0,1453,1,0,1,1,2,1,8,6,10,1,6,8,4,2,445,6,6,2,0,80,0,0,184,0,0,0,0,0,12,2006,1,0,190000
353,50,6,60,9084,1,1,1,10,10,1,10,10,5,4,3,5,6,1941,1950,1,1,15,15,0,0,6,6,2,6,4,6,2,236,4,380,0,616,2,6,0,10,616,495,0,1111,0,1,1,0,3,1,6,5,10,0,0,2,2,1,200,6,4,2,48,0,0,0,0,0,0,0,0,0,3,2008,6,10,95000
354,30,4,60,8520,1,1,1,10,10,1,10,5,5,4,0,6,8,1928,2003,1,1,15,15,0,0,6,8,1,6,6,4,3,0,3,0,624,624,2,8,5,10,720,0,0,720,0,0,1,0,2,1,6,5,10,0,0,2,2,2,484,6,6,2,106,0,0,0,0,0,0,0,0,0,5,2010,1,10,105900
355,50,6,60,8400,1,1,1,5,10,1,10,5,5,4,3,6,5,1940,2000,1,1,16,9,0,0,6,6,2,6,6,4,2,388,3,0,552,940,2,10,5,10,1192,403,0,1595,0,0,1,0,2,1,6,6,10,2,8,8,2,1,240,6,6,2,0,0,108,0,0,0,0,0,0,0,6,2006,1,10,140000
356,20,6,105,11249,1,1,3,10,10,1,10,5,5,4,0,6,5,1995,1995,1,1,15,15,0,0,8,8,3,8,8,4,8,334,6,544,322,1200,2,10,5,10,1200,0,0,1200,1,0,2,0,3,1,8,6,10,0,0,8,4,2,521,6,6,2,0,26,0,0,0,0,0,0,0,0,8,2007,1,10,177500
357,20,6,0,9248,1,1,2,10,10,1,10,5,5,4,0,6,6,1992,1992,1,1,7,7,2,106,6,6,3,8,6,4,10,560,3,0,598,1158,2,8,5,10,1167,0,0,1167,1,0,2,0,3,1,8,6,10,0,0,8,4,2,400,6,6,2,120,26,0,0,0,0,0,0,0,0,7,2009,1,10,173000
358,120,4,44,4224,1,1,1,10,10,1,10,5,5,2,0,5,5,1976,1976,1,1,6,8,0,0,6,6,3,8,6,4,8,874,3,0,268,1142,2,6,5,10,1142,0,0,1142,1,0,1,1,3,1,6,6,10,1,2,8,6,2,528,6,6,2,536,90,0,0,0,0,0,5,0,0,8,2007,1,10,134000
360,60,6,78,12011,1,1,2,10,10,5,10,5,5,4,4,8,5,1998,1998,1,1,15,15,2,530,8,6,3,8,6,8,10,956,3,0,130,1086,2,10,5,10,1086,838,0,1924,1,0,2,1,3,1,8,7,10,1,6,8,4,2,592,6,6,2,208,75,0,0,374,0,0,0,0,0,6,2006,1,10,280000
