Id,MSZon0ng,LotArea,Utilities,Condition1,Condition2,BldgType,HouseStyle,OverallCond,YearRemodAdd,BsmtCond,TotalBsmtSF,HeatingQC,Ce0tralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,GarageType,GarageCars,GarageCond,1avedDrive,Fence,MiscVal,MoSold,YrSold,SalePrice
539,6,11553,10,5,5,4,0,5,1968,6,1051,6,5,1159,0,1159,1,3,6,7,10,8,1,6,2,0,0,7,2006,158000
540,6,11423,10,5,5,4,0,5,2002,6,1581,10,5,1601,0,1601,2,3,8,6,10,8,2,6,2,5,2000,5,2010,272000
541,6,14601,10,5,5,4,0,5,2006,6,1838,10,5,1838,0,1838,2,2,10,8,10,8,3,6,2,0,0,3,2009,315000
542,6,11000,10,5,5,4,4,5,2000,6,969,10,5,997,1288,2285,2,4,8,8,10,5,3,6,2,0,0,6,2007,248000
543,6,10140,10,0,5,4,0,5,1999,6,1650,10,5,1680,0,1680,2,3,8,7,4,8,2,6,2,0,0,6,2009,213250
544,8,4058,10,5,5,2,2,5,1998,6,723,10,5,767,0,767,1,1,6,4,10,8,1,6,2,0,0,6,2007,133000
545,6,17104,10,5,5,4,4,5,2006,8,654,10,5,664,832,1496,2,3,8,7,10,8,2,6,2,0,0,9,2006,179665
546,6,13837,10,5,5,4,3,5,1988,8,1204,8,5,1377,806,2183,2,4,8,9,10,8,3,6,2,0,0,2,2006,229000
547,6,8737,10,5,5,4,3,7,1950,6,1065,10,5,915,720,1635,1,3,6,6,10,2,2,6,2,0,0,5,2007,210000
548,6,7244,10,5,5,4,2,7,1970,6,768,10,5,768,0,768,1,2,6,5,10,2,2,6,2,0,0,4,2007,129500
549,4,8235,10,8,3,4,0,7,1995,6,825,6,5,825,0,825,1,2,6,4,10,2,2,6,2,5,0,6,2008,125000
550,10,9375,10,5,5,4,4,5,2004,6,912,10,5,912,1182,2094,2,4,8,8,10,5,2,6,2,0,0,11,2009,263000
551,6,4043,10,5,5,2,0,6,1977,6,1069,6,5,1069,0,1069,2,2,6,4,10,8,2,6,2,0,0,10,2008,140000
552,4,6000,10,5,5,4,0,6,1957,6,928,8,5,928,0,928,1,3,6,5,10,8,1,6,2,0,0,6,2008,112500
553,6,11146,10,5,5,4,0,5,2006,6,1709,10,5,1717,0,1717,2,3,8,7,10,8,3,6,2,0,0,7,2009,255500
554,6,8777,10,8,5,4,0,5,2003,1,0,10,5,1126,0,1126,2,2,8,5,10,2,2,6,0,5,0,5,2009,108000
555,6,10625,10,5,5,4,4,5,2004,6,998,10,5,1006,1040,2046,2,3,8,8,10,5,3,6,2,0,0,8,2008,284000
556,4,6380,10,5,5,4,1,6,1950,4,993,6,5,1048,0,1048,1,2,6,5,10,2,1,6,2,0,0,8,2006,113000
557,6,14850,10,5,5,4,0,5,1957,6,1092,6,5,1092,0,1092,1,2,6,6,10,8,1,6,2,3,0,5,2006,141000
558,4 (3ll),11040,10,5,5,4,3,6,1950,6,637,8,5,897,439,1336,1,3,6,7,10,3,1,6,2,0,0,9,2006,108000
559,6,21872,10,5,5,4,4,5,1997,6,729,10,5,729,717,1446,2,3,6,6,10,8,2,6,2,0,0,8,2008,175000
560,6,3196,10,5,5,2,0,5,2004,6,1374,10,5,1557,0,1557,2,2,8,7,10,8,2,6,2,0,0,10,2006,234000
561,6,11341,10,5,5,4,0,6,1996,6,1392,6,5,1392,0,1392,1,3,6,5,6,2,2,6,2,0,0,5,2010,121500
562,6,10010,10,5,5,4,0,5,1975,6,1389,8,5,1389,0,1389,1,2,6,6,10,8,2,6,2,0,0,4,2006,170000
563,6,13907,10,5,5,4,0,6,1969,6,996,10,5,996,0,996,1,3,6,6,10,0,0,0,2,0,0,7,2008,108000
564,6,21780,10,5,5,4,3,7,1950,6,1163,10,5,1163,511,1674,2,4,6,8,10,2,2,6,0,0,0,7,2008,185000
565,6,13346,10,5,5,4,4,5,2000,6,1095,10,5,1166,1129,2295,2,4,8,9,10,8,2,6,2,0,0,7,2006,268000
566,6,6858,10,5,5,4,4,4,1950,6,806,6,0,841,806,1647,1,4,4,6,10,2,1,6,2,0,0,5,2010,128000
567,6,11198,10,5,5,4,4,5,2007,8,1122,10,5,1134,1370,2504,2,4,10,11,10,5,3,6,2,0,0,6,2008,325000
568,6,10171,10,5,5,4,0,5,2004,6,1517,10,5,1535,0,1535,2,3,8,7,10,8,2,6,2,0,0,3,2010,214000
569,6,12327,10,5,5,4,3,8,2009,6,1496,10,5,1496,636,2132,1,1,8,5,8,5,2,6,2,0,0,9,2009,316600
570,6,7032,10,5,5,3,2,5,1979,6,943,6,5,943,0,943,1,2,6,4,10,2,2,6,2,0,0,12,2006,135960
571,6,13101,10,5,5,3,0,5,1965,6,1728,6,5,1728,0,1728,2,6,6,10,10,2,2,6,2,0,0,11,2008,142600
572,6,7332,10,5,5,4,0,6,1959,6,864,10,5,864,0,864,1,2,8,4,10,8,1,6,2,0,0,10,2006,120000
573,6,13159,10,5,5,4,4,5,2009,6,846,8,5,846,846,1692,2,3,8,6,10,8,2,6,2,0,0,7,2009,224500
574,6,9967,10,5,5,4,2,5,2000,6,384,10,5,774,656,1430,2,3,6,8,10,5,2,6,2,0,0,12,2007,170000
575,6,10500,10,5,5,4,2,7,2005,6,372,6,5,576,533,1109,1,3,6,5,10,5,1,6,2,7,0,12,2007,139000
576,6,8480,10,5,5,4,3,5,1950,6,832,6,5,832,384,1216,1,2,6,6,10,2,1,6,2,0,0,10,2008,118500
577,6,6292,10,5,5,4,3,7,1950,6,861,8,5,877,600,1477,2,3,6,6,10,2,1,6,2,0,0,8,2009,145000
578,6,11777,10,5,5,4,2,6,1966,6,1164,10,5,1320,0,1320,1,3,6,6,10,8,2,6,2,0,0,5,2006,164500
579,10,3604,10,5,5,2,4,5,2007,6,689,10,5,703,689,1392,2,2,8,5,10,2,2,6,2,0,0,2,2008,146000
580,4,12150,10,5,5,4,3,5,1954,6,1050,10,0,1050,745,1795,2,4,6,7,10,8,1,6,2,0,0,11,2008,131500
581,6,14585,10,5,5,4,0,6,1987,6,1144,10,5,1429,0,1429,1,3,8,7,10,8,2,6,2,0,0,6,2007,181900
582,6,12704,10,5,5,4,0,5,2009,6,2042,10,5,2042,0,2042,2,3,10,8,10,8,3,6,2,0,0,8,2009,253293
583,6,11841,10,5,5,3,2,5,1990,6,816,6,5,816,0,816,1,3,6,5,10,0,0,0,2,0,0,5,2007,118500
584,4,13500,10,10,9,4,5,9,2000,6,1237,8,5,1521,1254,2775,3,3,8,9,10,2,2,6,2,0,0,7,2008,325000
585,4,6120,10,5,5,4,3,7,1995,6,884,10,5,989,584,1573,1,3,8,6,10,2,1,6,2,0,0,7,2009,133000
586,6,11443,10,5,5,4,0,5,2006,6,1868,10,5,2028,0,2028,2,2,8,7,10,8,3,6,2,0,0,3,2006,369900
587,6,10267,10,0,5,4,0,7,2000,8,816,10,5,838,0,838,1,2,4,5,10,2,1,6,0,3,0,5,2008,130000
588,6,8740,10,5,5,4,2,6,1982,6,840,6,5,860,0,860,1,2,6,4,10,2,2,6,2,0,0,7,2009,137000
589,6,25095,10,5,5,4,0,8,2003,6,1437,10,5,1473,0,1473,1,1,10,5,10,8,1,6,2,0,0,6,2009,143000
590,4,9100,10,0,8,4,0,6,1960,6,742,6,5,779,0,935,1,2,6,4,10,2,1,6,1,0,600,8,2008,79500
591,6,8320,10,5,5,4,4,5,2004,6,770,10,5,770,812,1582,2,3,8,6,10,8,2,6,2,0,0,9,2008,185900
592,6,13478,10,5,5,4,4,5,2008,6,1722,10,5,1728,568,2296,2,3,10,10,10,5,3,6,2,0,0,6,2009,451950
593,6,6600,10,5,5,4,0,8,2003,8,816,10,5,816,0,816,1,2,6,4,10,2,2,6,2,0,0,6,2008,138000
594,4,4435,10,5,5,2,0,5,2003,6,848,10,5,848,0,848,1,1,8,4,10,8,2,6,2,0,0,5,2009,140000
595,6,7990,10,5,5,4,0,6,1975,6,924,6,5,924,0,924,1,3,6,5,10,2,1,6,2,5,0,4,2008,110000
596,6,11302,10,5,5,4,0,5,2006,6,1814,10,5,1826,0,1826,2,3,8,7,10,8,3,6,2,0,0,8,2006,319000
597,4,3600,10,5,5,4,4,7,1993,6,684,10,0,684,684,1368,1,3,6,7,10,2,1,4,0,0,0,10,2006,114504
598,6,3922,10,5,5,2,0,5,2007,6,1258,10,5,1402,0,1402,0,2,8,7,10,8,3,6,2,0,0,2,2007,194201
599,6,12984,10,5,5,4,0,6,1977,6,1430,10,5,1647,0,1647,2,3,8,7,10,8,2,6,2,0,0,3,2006,217500
600,4,1950,10,5,5,2,4,6,1980,6,716,6,5,716,840,1556,2,3,6,6,10,8,2,6,2,10,0,7,2008,151000
601,6,10927,10,5,5,4,4,5,2005,6,1058,10,5,1058,846,1904,2,3,10,8,10,5,2,6,2,0,0,6,2006,275000
602,4,9000,10,5,5,4,3,6,1950,6,780,6,5,780,595,1375,1,3,8,6,10,2,1,6,1,0,0,12,2007,141000
603,6,10041,10,5,5,4,4,5,1992,6,908,10,5,927,988,1915,2,3,8,8,10,8,2,6,2,0,0,2,2006,220000
604,10,3182,10,5,5,2,4,5,2005,6,600,10,5,600,600,1200,2,2,8,4,10,2,2,6,2,0,0,6,2010,151000
605,6,12803,10,5,5,4,0,5,2002,6,1494,10,5,1494,0,1494,2,3,8,6,10,8,2,6,2,0,0,9,2008,221000
606,6,13600,10,5,5,4,4,6,1990,6,768,6,5,1186,800,1986,2,3,6,7,10,8,2,6,2,0,0,10,2009,205000
607,6,12464,10,5,5,4,0,5,1996,6,1040,8,5,1040,0,1040,1,3,8,6,10,2,2,6,2,10,0,11,2009,152000
608,6,7800,10,5,5,4,4,8,2002,8,896,10,5,1112,896,2008,3,3,10,8,10,8,1,6,2,0,0,8,2006,225000
609,6,12168,10,5,5,4,4,6,1998,6,965,6,5,1940,1254,3194,2,4,6,10,10,7,2,6,2,0,0,9,2007,359100
610,6,7943,10,8,5,4,0,5,1961,6,1029,8,5,1029,0,1029,1,3,6,5,10,8,1,6,2,0,0,4,2007,118500
611,6,11050,10,9,5,4,4,5,2000,6,1440,10,5,1476,677,2153,2,3,10,8,10,8,3,6,2,0,0,5,2009,313000
612,6,10395,10,5,5,4,2,6,1978,6,1032,6,5,1032,0,1032,2,3,6,6,10,8,2,6,2,5,500,7,2007,148000
613,6,11885,10,5,5,4,4,5,2001,6,1299,10,5,1299,573,1872,2,3,10,7,10,5,2,6,2,0,0,11,2009,261500
614,6,8402,10,8,5,4,0,5,2007,6,1120,10,5,1120,0,1120,1,3,6,6,10,0,0,0,2,0,0,12,2007,147000
615,4,1491,10,5,5,2,2,6,1972,6,630,10,5,630,0,630,1,1,6,3,10,0,0,0,2,0,0,5,2010,75500
616,6,8800,10,8,5,4,2,7,1963,6,936,10,5,1054,0,1054,1,3,8,6,10,8,2,6,2,5,0,5,2010,137500
617,6,7861,10,5,5,4,4,5,2003,6,783,10,5,807,702,1509,2,3,8,7,10,8,2,6,2,0,0,6,2006,183200
618,6,7227,10,10,5,4,1,6,1954,6,832,8,5,832,0,832,1,2,8,4,10,2,2,6,2,0,0,6,2008,105500
619,6,11694,10,5,5,4,0,5,2007,6,1822,10,5,1828,0,1828,2,3,8,9,10,8,3,6,2,0,0,7,2007,314813
620,6,12244,10,5,5,4,4,5,2003,6,1482,10,5,1482,780,2262,2,4,8,10,10,8,3,6,2,0,0,8,2008,305000
621,6,8248,10,5,5,4,0,3,1950,6,864,6,0,864,0,864,1,2,6,5,10,0,0,0,0,0,0,9,2008,67000
622,6,10800,10,5,5,4,4,7,1997,6,1522,6,5,1548,1066,2614,2,4,6,9,10,8,2,6,2,0,0,6,2008,240000
623,6,7064,10,5,5,4,0,6,1977,6,980,6,5,980,0,980,1,3,6,6,10,2,2,6,2,0,0,7,2009,135000
624,10,2117,10,5,5,2,4,5,2000,6,756,10,5,756,756,1512,2,2,8,4,10,2,2,6,2,0,0,6,2007,168500
625,6,10400,10,5,5,4,4,5,1972,6,732,8,5,1012,778,1790,1,4,6,8,8,8,2,6,2,0,0,11,2006,165150
626,6,10000,10,5,5,4,0,6,1962,6,1116,6,5,1116,0,1116,1,3,6,5,10,8,2,6,2,0,0,2,2010,160000
627,6,12342,10,5,5,4,0,5,1978,6,978,6,5,1422,0,1422,1,3,6,6,8,8,1,6,2,7,600,8,2007,139900
628,6,9600,10,5,5,4,2,6,1972,6,1156,10,5,1520,0,1520,1,3,6,7,10,7,1,6,2,0,0,3,2010,153000
629,6,11606,10,5,5,4,4,5,1969,6,1040,6,5,1040,1040,2080,1,5,4,9,10,8,2,6,2,0,0,9,2007,135000
630,6,9020,10,8,5,4,2,5,1964,6,1248,6,5,1350,0,1350,1,3,6,6,10,8,2,6,2,10,0,6,2008,168500
631,4,9000,10,10,5,4,4,6,1991,4,636,6,5,1089,661,1750,1,3,10,8,10,2,1,2,0,5,0,6,2006,124000
632,6,4590,10,5,5,2,0,5,2006,8,1554,10,5,1554,0,1554,2,2,8,6,10,8,2,6,2,0,0,8,2007,209500
633,6,11900,10,5,5,4,0,5,1977,6,1386,6,5,1411,0,1411,2,3,6,6,10,8,2,6,2,0,0,4,2009,82500
634,6,9250,10,5,5,4,0,7,2005,6,1056,6,5,1056,0,1056,1,3,6,6,10,8,1,6,2,0,0,7,2007,139400
635,6,6979,10,5,5,3,2,5,1980,6,1056,8,5,1056,0,1056,0,0,6,4,10,2,2,6,2,10,600,6,2010,144000
636,8,10896,10,8,5,5,6,7,1995,4,1440,10,5,1440,1440,3395,2,8,4,14,10,0,0,0,0,0,0,3,2007,200000
637,4,6120,10,5,5,4,0,3,1950,4,264,4,0,800,0,800,1,1,4,4,4,0,0,0,0,0,0,1,2009,60000
638,4,6000,10,5,5,5,3,4,1954,6,811,6,5,811,576,1387,2,3,8,7,10,5,1,6,2,0,0,11,2009,93000
639,6,8777,10,8,5,4,0,7,1950,6,796,8,5,796,0,796,1,2,6,4,10,0,0,0,1,5,0,5,2008,85000
640,6,3982,10,5,5,2,0,5,2006,8,1520,10,5,1567,0,1567,2,1,10,7,10,8,3,6,2,0,0,10,2006,264561
641,6,12677,10,5,5,2,0,5,2004,6,1518,10,5,1518,0,1518,1,1,10,6,10,8,2,6,2,0,0,4,2008,274000
642,10,7050,10,5,5,4,4,5,2001,6,1057,10,5,1057,872,1929,2,3,8,7,10,8,2,6,2,0,0,5,2007,226000
643,6,13860,10,5,5,4,2,7,1995,6,1952,8,5,2000,704,2704,2,4,10,9,10,8,2,6,2,5,0,7,2009,345000
644,6,10793,10,0,5,4,4,5,1969,6,780,10,5,780,840,1620,2,4,6,7,8,8,2,6,2,7,0,4,2007,152000
645,10,9187,10,5,5,4,0,5,2009,6,1766,10,5,1766,0,1766,2,2,10,7,10,8,3,6,2,0,0,10,2009,370878
646,6,10530,10,5,5,4,0,5,1971,6,981,6,5,981,0,981,1,3,6,5,10,2,2,6,2,0,0,3,2007,143250
647,6,7200,10,5,5,4,0,5,1950,1,0,8,5,1048,0,1048,1,3,6,7,8,2,2,6,2,0,0,7,2008,98300
648,6,10452,10,5,5,4,0,5,1953,6,1094,10,5,1094,0,1094,1,3,6,5,10,8,2,6,2,0,0,6,2008,155000
649,6,7700,10,9,5,4,4,5,1966,6,756,6,5,1051,788,1839,1,4,6,7,10,8,2,6,2,0,0,6,2010,155000
650,4,1936,10,5,5,2,2,6,1970,6,630,8,5,630,0,630,1,1,6,3,10,0,0,0,2,5,0,12,2007,84500
651,10,8125,10,5,5,4,4,6,2007,6,813,10,5,822,843,1665,2,3,8,7,10,8,2,6,2,0,0,5,2008,205950
652,6,9084,10,10,5,4,4,5,1950,6,755,6,5,755,755,1510,1,4,6,7,10,2,1,2,1,5,0,10,2009,108000
653,6,8750,10,5,5,4,4,5,1996,6,880,10,5,909,807,1716,2,2,8,7,10,8,2,6,2,0,0,7,2009,191000
654,4,10320,10,5,5,4,3,7,1995,6,756,10,5,756,713,1469,1,3,6,7,10,2,1,6,2,5,0,6,2008,135000
655,6,10437,10,5,5,4,0,6,1995,6,2109,10,5,2113,0,2113,2,2,8,7,10,8,3,6,2,0,0,8,2008,350000
656,4,1680,10,5,5,2,4,5,1971,6,525,6,5,525,567,1092,1,3,6,6,10,2,1,6,2,0,0,3,2010,88000
657,6,10007,10,5,5,4,0,7,2006,6,1053,10,5,1053,0,1053,1,3,8,5,10,8,1,6,2,5,0,8,2008,145500
658,6,7200,10,5,5,4,4,6,2000,6,776,6,5,851,651,1502,1,3,6,6,10,8,1,6,1,5,0,2,2008,149000
659,6,17503,10,10,5,4,3,5,1950,6,912,6,5,912,546,1458,1,3,6,6,10,8,1,6,2,0,0,1,2010,97500
660,6,9937,10,5,5,4,0,7,1999,6,1486,10,5,1486,0,1486,1,3,6,7,10,2,2,6,2,5,0,3,2009,167000
661,6,12384,10,5,5,4,4,7,1976,6,793,6,5,1142,793,1935,2,3,6,7,10,8,2,6,2,0,0,11,2007,197900
662,6,46589,10,5,5,4,4,7,2005,8,1629,10,5,1686,762,2448,2,4,8,8,10,8,3,6,2,0,0,7,2009,402000
663,6,13560,10,5,5,4,0,3,1968,4,1392,8,5,1392,0,1392,1,2,6,5,4,8,2,6,2,0,0,7,2009,110000
664,6,10012,10,5,5,4,2,5,1972,6,1138,6,5,1181,0,1181,2,3,6,6,10,2,2,6,2,5,0,4,2008,137500
665,6,20896,10,0,5,4,0,5,2006,6,2077,10,5,2097,0,2097,1,1,10,8,10,8,3,6,2,0,0,1,2006,423000
666,6,11194,10,5,5,4,4,5,2000,6,1406,10,5,1454,482,1936,2,3,8,7,10,8,2,6,2,0,0,11,2006,230500
667,6,18450,10,5,5,4,4,5,1979,6,1021,6,5,1465,915,2380,2,3,6,7,0,3,2,6,2,0,0,8,2007,129000
668,6,8125,10,5,5,4,0,5,1998,6,1408,10,5,1679,0,1679,2,3,8,7,10,8,2,6,2,0,0,10,2008,193500
669,6,14175,10,5,5,4,0,6,1987,6,1188,8,5,1437,0,1437,1,3,6,6,8,2,2,6,2,0,0,11,2006,168000
670,6,11600,10,5,5,4,0,5,1950,6,700,10,5,1180,0,1180,1,2,4,5,10,2,1,4,2,0,0,7,2006,137500
671,6,8633,10,5,5,4,4,5,2005,6,738,10,5,738,738,1476,2,3,8,7,10,8,2,6,2,0,0,2,2009,173500
672,8,6629,10,10,5,4,4,6,1950,6,672,6,0,697,672,1369,2,3,6,6,10,2,1,6,2,0,0,7,2009,103600
673,6,11250,10,5,5,4,0,6,1977,6,1208,6,5,1208,0,1208,1,3,6,6,10,8,2,6,2,0,0,6,2006,165000
674,6,14442,10,5,5,4,0,7,2004,6,1477,10,5,1839,0,1839,2,3,8,7,10,8,2,6,2,0,0,6,2007,257500
675,6,9200,10,5,5,4,0,6,1965,6,1136,6,5,1136,0,1136,1,3,6,5,10,8,1,6,2,0,0,7,2008,140000
676,6,2289,10,5,5,2,4,6,1978,6,855,6,5,855,586,1441,2,3,6,7,10,8,2,6,2,0,0,4,2009,148500
677,4,9600,10,5,5,4,4,2,1950,4,1095,4,0,1095,679,1774,2,4,6,8,8,10,3,4,0,0,0,5,2006,87000
678,6,9022,10,5,5,4,0,8,2006,6,768,10,5,792,0,792,1,2,8,5,10,2,1,4,0,0,0,5,2009,109500
679,6,11844,10,5,5,4,0,5,2008,6,2046,10,5,2046,0,2046,2,3,8,7,10,8,3,6,2,0,0,7,2009,372500
680,6,9945,10,5,5,4,0,5,1961,6,988,6,5,988,0,988,1,3,6,5,10,2,2,6,2,0,0,10,2007,128500
681,6,8012,10,5,5,2,0,5,1980,6,923,6,5,923,0,923,2,2,6,5,10,8,1,6,2,0,0,5,2010,143000
682,8,4500,10,5,5,4,3,5,2000,6,793,10,5,848,672,1520,1,3,6,6,10,2,1,6,2,0,0,7,2009,159434
683,6,2887,10,5,5,4,0,5,1997,6,1291,10,5,1291,0,1291,1,2,8,6,10,8,2,6,2,0,0,11,2008,173000
684,6,11248,10,5,5,4,0,5,2002,6,1626,10,5,1668,0,1668,2,3,8,7,10,8,3,6,2,0,0,7,2007,285000
685,6,16770,10,5,5,4,4,5,1998,6,1195,8,5,1195,644,1839,2,4,6,7,10,8,2,6,2,0,0,6,2010,221000
686,6,5062,10,5,5,2,4,5,1984,6,1190,8,5,1190,900,2090,2,3,8,6,8,8,2,6,2,0,0,9,2007,207500
687,10,10207,10,5,5,4,4,6,2007,6,874,10,5,874,887,1761,3,3,8,7,10,8,2,6,2,0,0,8,2007,227875
688,10,5105,10,5,5,2,4,5,2004,6,551,10,5,551,551,1102,2,2,8,4,10,2,2,6,2,0,0,3,2007,148800
689,6,8089,10,5,5,4,0,6,2007,6,1419,10,5,1419,0,1419,2,2,8,7,10,8,2,6,2,0,0,10,2007,392000
690,6,7577,10,5,5,2,0,5,2006,6,1362,10,5,1362,0,1362,2,2,8,6,10,8,2,6,2,0,0,6,2007,194700
691,4,4426,10,5,5,2,0,5,2004,6,848,10,5,848,0,848,1,1,8,3,10,8,2,6,2,0,0,5,2008,141000
692,6,21535,10,5,5,4,4,6,1995,6,2444,10,5,2444,1872,4316,3,4,10,10,10,8,3,6,2,0,0,1,2007,755000
693,6,26178,10,5,5,4,4,5,1990,6,1210,10,5,1238,1281,2519,2,4,8,9,10,8,2,6,2,0,0,4,2006,335000
694,6,5400,10,5,5,4,0,6,1968,6,1073,10,5,1073,0,1073,1,2,6,4,10,2,1,6,2,0,0,12,2006,108480
695,4,6120,10,5,5,4,3,6,1950,6,927,6,5,1067,472,1539,1,3,6,5,10,2,2,6,2,5,0,4,2009,141500
696,6,13811,10,5,5,4,0,6,1987,8,1112,8,5,1137,0,1137,2,2,8,5,10,8,2,6,2,0,0,7,2006,176000
697,4,6000,10,5,5,4,0,7,1950,6,616,8,5,616,0,616,1,2,6,4,10,2,1,6,2,0,0,6,2006,89000
698,6,6420,10,5,5,4,0,7,1952,8,980,4,5,1148,0,1148,1,2,6,6,10,2,1,6,2,0,0,9,2006,123500
699,6,8450,10,0,5,4,0,8,2009,6,894,10,5,894,0,894,1,3,6,5,10,2,1,6,2,5,0,4,2010,138500
700,10,4282,10,5,5,2,0,5,2004,6,1391,10,5,1391,0,1391,2,2,8,5,10,8,2,6,2,0,0,7,2008,196000
701,6,14331,10,5,5,4,0,5,2002,6,1800,10,5,1800,0,1800,2,3,8,7,10,8,3,6,2,0,0,5,2006,312500
702,6,9600,10,5,5,4,0,5,1969,6,1164,6,5,1164,0,1164,1,3,6,6,10,8,2,6,2,0,0,7,2006,140000
703,6,12438,10,5,5,4,4,5,2006,8,1234,10,5,1264,1312,2576,2,4,10,10,10,5,3,6,2,0,0,7,2006,361919
704,4,7630,10,8,5,5,4,9,1996,6,360,8,5,1032,780,1812,2,4,8,8,10,2,2,6,0,5,0,5,2010,140000
705,6,8400,10,5,5,4,0,5,2005,6,1473,10,5,1484,0,1484,2,3,8,7,10,8,2,6,2,0,0,5,2010,213000
706,4,5600,10,5,5,5,4,5,1950,1,0,4,0,372,720,1092,2,3,4,7,6,0,0,0,0,0,3500,7,2010,55000
707,6,115149,10,5,5,4,0,5,2002,6,1643,6,5,1824,0,1824,2,2,8,5,10,8,2,6,2,0,0,6,2007,302000
708,6,6240,10,5,5,2,0,5,2006,6,1324,10,5,1324,0,1324,2,2,8,6,10,8,2,6,2,0,0,12,2009,254000
709,6,9018,10,5,5,4,4,5,2007,6,728,10,5,728,728,1456,2,3,8,8,10,8,2,6,2,0,0,7,2007,179540
710,6,7162,10,5,5,4,0,7,1966,6,876,6,5,904,0,904,1,3,6,6,10,8,1,6,2,5,0,12,2008,109900
711,6,4130,10,5,5,4,0,6,2003,6,270,8,5,729,0,729,1,2,6,5,4,0,0,0,0,0,0,7,2008,52000
712,4 (3ll),8712,10,5,5,4,3,7,1950,6,859,8,5,859,319,1178,1,2,6,7,10,2,1,6,0,0,0,1,2010,102776
713,6,4671,10,5,5,2,0,5,1989,6,1228,8,5,1228,0,1228,2,2,8,5,10,8,2,6,2,0,0,10,2008,189000
714,6,9873,10,0,5,5,0,5,1970,6,960,6,0,960,0,960,1,3,6,6,10,2,2,6,2,0,0,5,2006,129000
715,6,13517,10,0,5,4,4,8,2005,6,725,10,5,725,754,1479,2,3,8,6,10,8,2,6,2,0,0,3,2010,130500
716,6,10140,10,5,5,4,0,5,1974,6,1064,6,5,1350,0,1350,2,3,6,7,10,8,2,6,2,5,0,8,2009,165000
717,4,10800,10,5,5,4,4,8,1998,6,718,10,5,1576,978,2554,1,3,6,8,10,2,2,6,1,0,0,7,2007,159500
718,6,10000,10,5,5,4,0,6,2000,6,1176,8,5,1178,0,1178,1,3,8,5,10,8,2,6,2,5,0,11,2008,157000
719,6,10542,10,5,5,4,4,5,1994,6,1311,10,5,1325,1093,2418,2,3,8,9,10,8,3,6,2,0,0,8,2008,341000
720,6,9920,10,5,5,4,0,6,1969,6,971,6,5,971,0,971,1,3,6,5,10,8,1,6,2,0,0,5,2006,128500
721,6,6563,10,5,5,4,0,5,1985,6,1742,6,5,1742,0,1742,2,2,8,5,10,8,2,6,2,0,0,12,2006,275000
722,4,4426,10,5,5,2,0,5,2004,6,848,10,5,848,0,848,1,1,8,3,10,8,2,6,2,0,0,5,2010,143000
723,6,8120,10,5,5,4,0,7,1970,6,864,10,5,864,0,864,1,3,6,5,10,2,2,6,2,0,0,7,2009,124500
724,6,8172,10,5,5,4,3,6,1972,6,941,10,5,997,473,1470,2,4,6,7,10,2,1,6,2,0,0,5,2008,135000
725,6,13286,10,5,5,4,0,5,2008,6,1698,10,5,1698,0,1698,2,3,10,8,10,8,3,6,2,0,0,2,2009,320000
726,6,6960,10,5,5,4,0,6,1970,6,864,6,5,864,0,864,1,3,8,5,10,2,2,6,2,0,500,11,2009,120500
727,6,21695,10,5,5,4,0,9,2007,6,880,10,5,1680,0,1680,2,3,8,5,10,8,2,6,2,0,0,12,2009,222000
728,6,7314,10,5,5,4,0,5,2007,6,1232,10,5,1232,0,1232,2,2,8,6,10,8,2,6,2,0,0,2,2009,194500
729,6,11475,10,5,5,3,0,5,1958,6,1584,6,5,1776,0,1776,2,4,6,9,10,2,3,6,2,0,0,7,2009,110000
730,4,6240,10,5,5,4,3,5,1950,6,780,6,5,848,0,1208,1,2,6,5,10,2,2,6,2,0,0,1,2009,103000
731,6,5389,10,5,5,2,0,5,1996,6,1595,10,5,1616,0,1616,2,2,8,5,10,8,2,6,2,0,0,3,2010,236500
732,6,9590,10,5,5,4,2,5,2003,6,868,10,5,1146,0,1146,2,3,8,6,10,8,2,6,2,0,0,5,2007,187500
733,6,11404,10,5,5,4,4,5,1999,6,1153,10,5,1153,878,2031,2,3,8,8,10,8,2,6,2,0,0,7,2008,222500
734,6,10000,10,8,5,4,0,6,1983,6,864,10,5,1144,0,1144,1,3,6,6,10,8,1,6,2,7,400,3,2009,131400
735,6,8978,10,5,5,4,0,5,1968,6,948,6,5,948,0,948,1,3,6,6,10,8,1,6,2,0,0,5,2007,108000
736,4,10800,10,5,5,4,5,7,1970,6,880,4,0,880,888,1768,1,2,6,6,10,2,2,6,0,0,0,10,2006,163000
737,6,8544,10,5,5,3,0,4,1950,1,0,8,0,1040,0,1040,2,2,6,6,10,2,2,6,2,0,0,7,2006,93500
738,6,10463,10,5,5,4,4,5,2005,6,893,10,5,901,900,1801,2,3,8,8,10,8,3,6,2,0,0,6,2006,239900
739,6,10800,10,5,5,3,0,5,1988,8,1200,6,5,1200,0,1200,3,3,6,5,10,0,0,0,2,0,0,3,2009,179000
740,6,9313,10,5,5,4,4,5,2004,6,864,10,5,864,864,1728,2,3,8,7,10,8,2,6,2,0,0,4,2009,190000
